0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Time_signature, 1, 3, 24, 8
1, 0, Tempo, 431654
1, 0, Key_signature, 0, "major"
1, 0, MIDI_port, 0
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 240, Time_signature, 4, 2, 24, 8
1, 3120, Note_on_c, 0, 69, 80
1, 3239, Note_off_c, 0, 69, 0
1, 3240, Note_on_c, 0, 71, 80
1, 3359, Note_off_c, 0, 71, 0
1, 3360, Note_on_c, 0, 72, 80
1, 3587, Note_off_c, 0, 72, 0
1, 3600, Note_on_c, 0, 71, 80
1, 3875, Note_off_c, 0, 71, 0
1, 3888, Note_on_c, 0, 67, 80
1, 7261, Note_off_c, 0, 67, 0
1, 7440, Note_on_c, 0, 68, 80
1, 7895, Note_off_c, 0, 68, 0
1, 7920, Note_on_c, 0, 69, 80
1, 8195, Note_off_c, 0, 69, 0
1, 8208, Note_on_c, 0, 60, 80
1, 8423, Note_off_c, 0, 60, 0
1, 8688, Note_on_c, 0, 60, 80
1, 9781, Note_off_c, 0, 60, 0
1, 10800, Note_on_c, 0, 57, 80
1, 10859, Note_off_c, 0, 57, 0
1, 10860, Note_on_c, 0, 58, 80
1, 10919, Note_off_c, 0, 58, 0
1, 10920, Note_on_c, 0, 59, 80
1, 11057, Note_off_c, 0, 59, 0
1, 11088, Note_on_c, 0, 60, 80
1, 11269, Note_off_c, 0, 60, 0
1, 11280, Note_on_c, 0, 62, 80
1, 11555, Note_off_c, 0, 62, 0
1, 11568, Note_on_c, 0, 60, 80
1, 12025, Note_off_c, 0, 60, 0
1, 12048, Note_on_c, 0, 52, 80
1, 12048, Note_on_c, 0, 56, 80
1, 12048, Note_on_c, 0, 58, 80
1, 12685, Note_off_c, 0, 52, 0
1, 12685, Note_off_c, 0, 56, 0
1, 12685, Note_off_c, 0, 58, 0
1, 12720, Note_on_c, 0, 50, 80
1, 12720, Note_on_c, 0, 56, 80
1, 12720, Note_on_c, 0, 59, 80
1, 12959, Note_off_c, 0, 50, 0
1, 12959, Note_off_c, 0, 56, 0
1, 12959, Note_off_c, 0, 59, 0
1, 13680, Note_on_c, 0, 62, 80
1, 13751, Note_off_c, 0, 62, 0
1, 13752, Note_on_c, 0, 72, 80
1, 14137, Note_off_c, 0, 72, 0
1, 14160, Note_on_c, 0, 71, 80
1, 14615, Note_off_c, 0, 71, 0
1, 14640, Note_on_c, 0, 69, 80
1, 15095, Note_off_c, 0, 69, 0
1, 15120, Note_on_c, 0, 67, 80
1, 15395, Note_off_c, 0, 67, 0
1, 15408, Note_on_c, 0, 65, 80
1, 16316, Note_off_c, 0, 65, 0
1, 16368, Note_on_c, 0, 67, 80
1, 16549, Note_off_c, 0, 67, 0
1, 16560, Note_on_c, 0, 69, 80
1, 17015, Note_off_c, 0, 69, 0
1, 17040, Note_on_c, 0, 72, 80
1, 17495, Note_off_c, 0, 72, 0
1, 17520, Note_on_c, 0, 69, 80
1, 17639, Note_off_c, 0, 69, 0
1, 17640, Note_on_c, 0, 70, 80
1, 17759, Note_off_c, 0, 70, 0
1, 17760, Note_on_c, 0, 71, 80
1, 17987, Note_off_c, 0, 71, 0
1, 18000, Note_on_c, 0, 69, 80
1, 18455, Note_off_c, 0, 69, 0
1, 18480, Note_on_c, 0, 67, 80
1, 18935, Note_off_c, 0, 67, 0
1, 18960, Note_on_c, 0, 65, 80
1, 19235, Note_off_c, 0, 65, 0
1, 19248, Note_on_c, 0, 64, 80
1, 21253, Note_off_c, 0, 64, 0
1, 21648, Note_on_c, 0, 69, 80
1, 21829, Note_off_c, 0, 69, 0
1, 21840, Note_on_c, 0, 67, 80
1, 22295, Note_off_c, 0, 67, 0
1, 22320, Note_on_c, 0, 65, 80
1, 22775, Note_off_c, 0, 65, 0
1, 22800, Note_on_c, 0, 64, 80
1, 23075, Note_off_c, 0, 64, 0
1, 23088, Note_on_c, 0, 62, 80
1, 23996, Note_off_c, 0, 62, 0
1, 24048, Note_on_c, 0, 64, 80
1, 24229, Note_off_c, 0, 64, 0
1, 24240, Note_on_c, 0, 65, 80
1, 24695, Note_off_c, 0, 65, 0
1, 24720, Note_on_c, 0, 69, 80
1, 24995, Note_off_c, 0, 69, 0
1, 25008, Note_on_c, 0, 68, 80
1, 25645, Note_off_c, 0, 68, 0
1, 25680, Note_on_c, 0, 65, 80
1, 26135, Note_off_c, 0, 65, 0
1, 26160, Note_on_c, 0, 64, 80
1, 26223, Note_off_c, 0, 64, 0
1, 26228, Note_on_c, 0, 65, 80
1, 26291, Note_off_c, 0, 65, 0
1, 26297, Note_on_c, 0, 64, 80
1, 26620, Note_off_c, 0, 64, 0
1, 26640, Note_on_c, 0, 62, 80
1, 26915, Note_off_c, 0, 62, 0
1, 26928, Note_on_c, 0, 60, 80
1, 28477, Note_off_c, 0, 60, 0
1, 28848, Note_on_c, 0, 61, 80
1, 29029, Note_off_c, 0, 61, 0
1, 29040, Note_on_c, 0, 62, 80
1, 29315, Note_off_c, 0, 62, 0
1, 29328, Note_on_c, 0, 69, 80
1, 29509, Note_off_c, 0, 69, 0
1, 29520, Note_on_c, 0, 69, 80
1, 30431, Note_off_c, 0, 69, 0
1, 31920, Note_on_c, 0, 69, 80
1, 31991, Note_off_c, 0, 69, 0
1, 31992, Note_on_c, 0, 72, 80
1, 32377, Note_off_c, 0, 72, 0
1, 32400, Note_on_c, 0, 71, 80
1, 32675, Note_off_c, 0, 71, 0
1, 32688, Note_on_c, 0, 64, 80
1, 32688, Note_on_c, 0, 67, 80
1, 35149, Note_off_c, 0, 64, 0
1, 35149, Note_off_c, 0, 67, 0
1, 36528, Note_on_c, 0, 59, 80
1, 36709, Note_off_c, 0, 59, 0
1, 36720, Note_on_c, 0, 60, 80
